,N1,N2,N3,N4,N5,Powerball
43,9,17,37,45,49,24
58,2,20,43,47,52,24
59,14,19,21,29,37,20
61,12,14,16,56,61,15
63,31,32,34,59,61,23
6,16,24,35,55,68,21
9,8,13,17,24,37,23
16,6,15,25,46,67,24
21,11,13,33,49,61,24
41,13,14,16,32,38,22
46,2,11,14,21,53,23
53,3,7,15,19,66,22
55,9,17,29,30,61,25
6,7,14,34,58,64,16
10,10,15,20,57,67,24
17,12,16,47,49,52,20
19,17,22,32,34,37,20
23,8,16,17,21,53,22
28,1,2,5,26,46,24
31,8,9,29,36,57,19
32,8,16,33,49,56,17
33,10,30,43,45,64,23
35,5,30,34,46,68,22
36,8,21,34,50,56,23
53,6,16,28,37,65,20
57,2,22,36,40,50,19
61,14,19,33,35,58,23
62,9,19,24,31,47,20
5,5,11,24,33,68,25
6,9,14,35,57,65,22
10,2,6,21,43,50,22
16,6,20,23,42,59,25
24,14,20,25,35,62,16
35,9,11,32,57,65,19
38,5,8,9,29,30,22
39,7,17,24,34,49,18
42,10,12,43,50,62,21
47,7,13,21,26,57,19
49,2,33,41,51,54,22
51,17,22,36,45,55,23
58,6,15,16,35,51,24
1,6,7,26,34,42,21
2,9,12,27,40,69,22
5,13,34,39,40,44,23
6,4,5,29,33,64,23
11,11,13,22,32,63,18
15,4,16,25,46,65,21
16,12,13,45,54,60,19
17,3,15,25,32,65,20
20,6,19,35,42,52,18
23,5,12,15,48,56,19
35,1,12,31,52,58,22
40,24,29,31,43,64,22
52,7,8,16,34,43,25
56,20,27,37,41,48,19
61,10,20,40,42,44,19
3,11,17,22,29,55,16
20,7,23,33,37,45,20
30,4,11,23,27,63,20
32,7,18,23,29,59,21
36,22,25,30,42,43,17
48,4,10,15,16,69,24
59,1,5,9,19,34,23
61,15,23,42,50,57,21
32,20,26,39,43,65,23
33,6,9,17,37,61,23
36,15,25,27,37,63,22
63,3,21,31,43,66,24
0,9,24,35,46,51,25
9,5,15,38,41,56,25
19,7,15,22,41,47,25
20,15,21,35,41,51,25
36,24,30,39,52,69,25
49,8,16,36,63,67,20
5,1,6,27,35,69,23
6,5,9,10,31,42,21
19,4,24,32,34,53,22
42,1,4,23,61,69,15
43,1,15,16,19,50,23
63,7,8,15,23,66,25
2,3,14,16,57,61,22
7,7,28,30,32,58,20
10,9,33,41,45,59,25
13,15,30,32,33,56,18
15,4,11,27,35,65,25
28,2,11,19,42,47,22
31,9,12,18,47,56,22
32,2,27,38,42,63,20
35,9,18,38,53,60,20
41,2,3,37,42,57,16
47,14,16,28,30,48,22
3,3,15,18,33,69,20
5,13,18,32,38,64,24
13,15,22,35,45,51,19
26,4,22,28,40,56,23
28,3,12,27,30,45,20
35,5,20,35,52,66,23
40,6,28,33,43,56,24
47,14,17,24,26,59,19
53,9,13,17,34,36,19
56,18,19,20,33,49,25
57,5,12,14,36,40,23
3,12,17,24,43,57,21
14,15,16,19,44,48,23
18,9,18,24,38,55,21
40,7,10,40,54,61,25
41,33,34,35,64,66,24
42,8,9,14,34,48,20
46,10,15,18,26,49,23
57,8,29,31,41,51,23
59,3,8,32,33,46,19
61,23,33,37,55,62,21
10,12,36,40,46,56,22
18,12,14,27,32,43,24
30,15,16,50,56,69,23
39,4,8,16,24,62,25
40,22,28,38,44,50,17
49,14,20,25,40,63,21
51,5,18,28,60,62,21
64,24,27,30,31,58,21
2,8,16,39,45,66,21
16,15,27,28,31,36,24
32,12,22,49,51,61,25
43,14,20,23,41,60,25
59,11,28,34,39,46,23
2,9,25,27,47,67,17
4,3,15,24,43,45,22
15,19,23,51,55,57,24
22,14,15,37,40,67,25
24,7,17,37,40,50,24
33,16,17,25,26,68,19
42,2,9,17,56,64,18
47,2,7,49,51,61,24
51,7,20,41,43,61,22
55,11,15,19,50,58,22
56,13,21,25,28,52,20
63,4,33,36,49,64,21
1,15,29,36,49,62,23
7,2,8,34,48,65,19
10,17,26,42,46,60,20
11,10,22,34,43,66,24
16,20,26,36,41,45,25
21,4,12,16,17,31,24
22,8,9,21,35,57,25
28,8,21,26,48,51,20
30,5,46,50,52,53,24
51,7,11,40,55,57,17
61,6,28,32,40,51,22
5,6,19,39,41,69,20
6,7,28,40,43,66,21
10,11,27,33,37,51,25
22,23,24,26,30,33,20
34,2,16,36,44,60,20
47,6,8,27,54,59,25
49,7,20,26,27,28,22
53,9,17,25,31,60,21
64,16,21,23,31,53,20
9,9,34,42,52,53,25
12,3,8,25,48,58,23
18,4,7,28,35,39,23
31,3,18,36,39,59,25
32,11,18,33,46,67,17
33,5,6,16,35,51,23
36,1,9,34,39,46,24
49,1,8,10,59,68,22
52,1,9,34,44,61,23
56,2,18,31,52,53,24
61,7,17,19,22,63,23
2,6,21,26,33,61,24
12,5,15,23,40,58,20
14,14,19,26,36,63,25
15,1,2,3,5,15,25
23,25,29,33,48,51,19
31,7,16,30,37,53,23
35,14,19,21,29,45,22
46,5,17,29,38,57,21
50,1,30,44,52,56,25
62,3,7,35,43,57,19
1,2,8,13,40,62,22
8,29,30,47,51,53,22
9,1,13,25,46,55,19
19,7,25,38,42,61,20
24,8,13,15,24,36,25
26,4,12,40,54,63,19
33,11,25,38,51,67,24
36,16,23,49,53,66,25
54,8,9,30,35,37,22
7,12,19,25,42,65,15
32,5,16,35,52,57,24
33,4,15,21,28,59,20
35,9,11,43,51,56,20
41,11,12,27,29,42,21
47,4,8,46,56,57,23
55,13,24,29,52,60,25
59,9,28,32,45,49,23
63,3,13,28,51,56,22
16,2,3,9,12,53,21
17,1,26,27,65,69,23
38,4,5,19,27,31,20
43,5,13,14,26,41,23
44,20,34,36,52,61,23
50,29,33,36,51,65,24
52,5,7,34,48,54,23
58,1,3,45,51,53,21
62,11,24,35,62,67,22
64,2,3,24,25,55,23
7,3,18,34,43,58,23
16,7,8,15,38,62,24
17,6,12,20,27,34,23
19,14,17,25,27,36,21
20,16,23,28,31,41,24
25,26,28,39,65,66,23
27,7,8,17,58,68,21
31,12,18,26,44,69,21
50,15,25,33,41,53,23
52,16,28,31,42,61,22
1,25,29,33,54,65,23
9,6,9,21,33,67,23
10,4,5,8,62,64,24
16,1,9,11,45,53,25
17,11,12,26,31,68,19
30,21,24,36,47,57,25
44,2,3,34,38,63,18
53,6,14,32,37,59,25
58,4,15,40,42,57,18
2,6,13,14,40,41,18
13,4,16,18,20,23,19
16,8,25,33,45,62,21
22,14,22,49,52,61,23
28,7,12,19,37,62,20
29,6,21,45,47,51,24
32,4,11,13,32,62,22
34,9,18,29,44,67,22
36,2,7,8,22,42,21
40,27,32,41,56,66,22
51,7,10,46,62,66,21
55,5,8,14,24,46,21
57,28,33,39,58,68,22
0,2,9,10,39,44,22
6,9,22,26,27,42,18
19,2,6,21,40,62,24
20,8,11,20,53,69,25
30,20,27,44,56,69,21
33,4,10,18,22,47,17
35,12,36,39,49,53,24
53,2,6,30,49,63,24
55,3,6,9,43,47,20
56,14,21,38,46,63,22
58,12,35,37,41,63,23
59,5,17,25,35,48,20
64,9,13,47,54,57,24
6,5,14,31,39,53,23
10,12,26,33,41,59,23
17,2,6,19,47,62,24
21,2,11,34,44,56,25
32,12,13,15,46,67,23
37,10,22,27,60,68,17
43,13,22,35,58,64,24
45,5,10,15,49,51,24
51,5,21,26,35,61,20
58,2,9,26,50,57,24
64,3,11,18,41,67,21
1,9,19,37,39,58,22
5,10,12,19,20,49,25
6,11,23,31,52,64,20
15,22,27,42,45,47,25
18,9,17,33,38,49,24
40,15,17,21,36,44,25
46,10,14,26,28,63,23
51,14,22,25,40,61,24
63,21,34,37,42,57,22
0,9,15,35,62,64,19
14,2,6,48,59,60,23
16,21,25,27,36,38,20
19,5,9,26,44,69,23
26,7,17,20,29,49,19
30,3,24,33,37,65,21
31,3,5,20,47,53,21
35,4,5,23,36,59,19
46,7,28,35,36,55,23
52,16,23,25,40,52,20
56,3,4,25,38,56,23
60,13,20,24,35,37,22
61,29,31,37,41,53,24
4,4,22,30,42,63,25
23,4,6,11,35,64,21
26,15,20,52,58,62,24
31,2,10,29,54,66,18
32,3,9,18,37,64,20
44,5,13,30,59,69,21
56,7,12,33,58,69,22
58,11,12,21,47,56,20
60,10,38,41,42,50,25
0,25,34,43,53,67,23
1,2,8,49,51,68,20
21,6,11,13,30,59,25
22,4,8,35,58,66,18
36,2,12,17,35,47,25
38,16,17,32,34,51,22
40,3,4,38,42,67,22
51,14,21,33,46,65,25
59,3,21,44,51,55,25
6,3,4,24,42,65,21
11,2,17,34,40,62,20
16,7,18,21,34,69,20
31,1,17,34,38,65,19
39,11,29,34,56,61,22
8,16,28,36,39,48,19
12,15,31,34,37,48,20
26,9,16,43,59,68,22
31,2,14,22,49,63,19
32,1,28,34,35,42,25
35,15,19,39,44,69,23
49,12,14,15,16,51,24
51,5,33,45,46,59,25
53,2,3,6,7,46,24
55,20,22,31,54,61,19
59,12,26,32,47,61,24
60,13,17,20,22,53,19
15,8,10,44,51,66,21
26,1,5,30,39,57,23
35,4,6,28,36,50,25
45,1,3,10,16,34,25
48,15,18,26,38,56,25
52,10,13,38,42,63,20
56,3,10,25,53,68,19
12,8,12,16,45,58,22
30,13,21,44,52,56,20
38,4,8,12,33,54,19
39,3,19,42,45,50,24
44,4,29,32,44,65,21
46,32,36,40,41,62,21
51,2,8,10,39,41,22
56,15,24,38,59,62,23
61,3,11,30,39,66,16
3,2,12,18,29,44,24
25,8,17,34,35,43,23
41,6,12,35,43,58,25
55,3,12,25,50,63,18
2,3,6,10,12,26,25
5,15,20,46,49,63,25
6,1,6,7,16,45,23
16,1,8,18,33,39,21
19,14,30,38,42,51,23
21,2,25,29,63,65,24
24,25,27,31,33,60,22
41,4,6,50,54,64,25
51,2,3,4,8,42,20
56,4,12,14,44,54,21
2,6,13,22,36,63,25
11,9,11,14,31,38,24
15,6,19,32,39,45,25
26,3,12,19,35,66,23
31,4,23,31,32,64,22
40,2,4,24,26,63,18
58,30,31,33,42,47,21
3,8,9,32,37,56,20
4,6,9,39,49,65,25
8,3,30,35,39,67,24
20,5,16,42,46,47,25
34,1,23,26,44,48,24
39,2,10,37,47,48,23
45,4,10,19,67,68,17
59,4,10,15,29,59,23
61,23,26,34,46,55,22
1,9,27,38,42,45,25
24,25,31,42,50,59,23
31,3,12,14,31,38,19
36,5,11,19,27,39,22
37,12,14,19,39,41,25
45,6,16,19,31,67,22
53,14,23,41,57,59,25
57,2,12,20,28,68,19
61,1,6,15,26,34,16
2,3,18,27,67,69,24
6,13,15,21,39,52,25
20,14,17,30,48,65,25
36,13,14,18,36,41,25
46,16,27,30,31,39,20
62,27,29,40,46,60,25
63,3,19,31,32,48,24
2,3,8,30,48,53,22
5,11,16,17,45,63,23
6,19,30,36,44,68,20
9,3,15,26,34,60,23
11,12,17,40,46,69,25
12,12,20,38,61,64,21
16,11,21,39,42,55,24
23,23,24,40,46,57,22
27,5,17,25,32,62,22
32,7,10,11,12,16,22
43,10,15,20,34,42,24
46,7,16,26,38,43,25
50,10,12,18,37,67,21
53,8,15,18,34,51,24
58,15,20,28,33,54,22
1,8,28,41,44,68,21
6,23,33,42,43,63,24
15,7,14,15,21,65,22
31,3,9,11,44,65,24
35,5,14,37,57,66,22
45,9,15,21,29,53,20
47,18,23,24,29,62,16
60,7,8,50,53,55,25
62,13,17,18,20,59,19
63,19,28,32,50,63,22
12,10,17,40,48,58,25
16,13,15,17,49,61,18
26,8,23,31,52,58,22
32,15,18,21,40,41,19
33,1,9,27,34,50,25
43,3,13,37,43,46,24
45,1,6,8,28,51,21
54,2,6,18,22,32,23
56,13,15,18,50,66,25
2,5,15,22,28,49,23
10,6,32,41,49,51,21
12,4,9,11,47,52,21
25,7,15,16,26,34,21
33,6,8,18,47,69,20
36,13,20,38,41,57,25
37,9,15,23,34,35,20
40,11,14,29,33,64,23
47,26,30,36,40,64,22
48,13,20,21,27,55,24
51,19,28,31,34,50,23
53,3,14,24,31,53,20
57,3,11,22,25,66,19
62,4,8,32,33,61,22
6,4,28,36,42,47,25
22,3,13,34,48,59,19
28,9,19,49,51,63,23
32,14,25,43,44,65,20
36,10,11,15,30,59,22
37,11,15,41,42,58,19
38,15,28,38,49,54,24
40,12,33,38,41,63,25
41,11,15,19,30,47,23
46,14,22,36,45,53,24
55,8,31,35,40,63,25
56,3,4,10,27,53,24
61,26,37,38,48,57,23
62,6,11,26,36,48,22
63,8,16,27,34,39,22
2,4,33,41,52,61,23
10,25,26,27,39,47,14
21,2,26,44,48,54,22
26,8,15,25,55,62,18
28,7,13,36,37,54,25
29,7,24,36,56,69,22
32,20,24,32,44,59,23
38,2,6,59,62,65,24
40,6,20,38,42,58,24
44,20,25,26,35,39,18
53,2,13,15,53,65,19
60,7,10,37,52,55,24
61,2,6,45,53,69,20
10,6,14,50,54,57,21
14,5,17,36,39,50,24
16,8,9,13,17,18,24
18,1,8,30,59,69,25
21,3,4,7,8,38,25
36,6,17,45,47,54,23
53,10,16,20,31,41,23
58,7,9,16,42,66,24
64,8,13,27,48,51,20
3,12,20,48,49,63,23
7,10,18,22,24,31,23
12,19,22,35,41,53,25
13,9,18,33,38,54,23
21,11,16,18,63,68,23
26,10,13,19,22,48,23
40,5,10,24,37,44,23
46,1,8,23,43,54,25
51,11,19,25,36,51,23
52,15,25,30,35,55,20
57,6,11,48,51,58,24
60,6,26,36,47,48,22
16,6,19,35,59,67,23
24,16,29,35,45,67,21
26,8,15,26,41,67,23
27,14,17,37,39,62,23
36,3,13,26,51,63,19
64,16,21,27,57,61,19
2,2,17,24,45,67,25
8,15,30,33,35,51,23
35,6,7,26,56,67,18
41,6,8,10,34,55,22
52,10,30,40,47,64,21
64,3,11,28,36,68,21
8,18,27,42,44,56,21
11,6,7,18,51,66,22
17,14,27,31,43,65,23
33,7,9,17,21,64,22
36,6,18,37,46,63,16
46,13,16,30,59,68,19
48,10,13,22,25,45,24
50,5,7,17,54,66,20
54,16,22,30,37,51,19
61,26,28,35,36,48,23
1,8,24,42,45,54,23
6,16,31,33,35,46,25
16,19,26,42,44,51,23
18,9,13,19,48,59,21
19,2,6,39,58,67,21
20,8,13,18,48,50,21
47,14,15,27,37,50,21
49,13,16,27,38,42,22
60,10,11,17,31,43,24
8,2,13,18,28,47,23
10,19,29,31,67,69,22
16,13,17,32,34,45,24
27,10,13,35,48,59,17
40,6,9,46,48,60,21
41,2,17,29,45,66,22
43,8,15,34,35,41,23
53,19,22,26,27,41,25
1,9,15,34,47,51,23
16,7,22,36,59,65,21
32,4,15,45,57,59,19
33,5,26,30,37,53,18
34,12,34,41,50,59,25
36,6,10,20,47,57,22
37,3,5,21,51,57,18
38,25,27,42,55,69,24
41,2,18,19,44,63,25
45,4,9,15,28,58,22
46,3,15,31,49,59,25
49,14,30,39,46,53,18
50,10,14,20,51,61,22
53,13,26,27,37,62,24
58,20,25,26,44,64,23
64,6,9,26,32,67,22
17,10,11,34,46,61,21
22,6,24,38,55,69,22
35,5,19,41,42,49,20
36,4,15,26,32,40,22
38,4,9,30,50,59,25
39,8,13,25,30,32,17
45,3,12,25,32,41,23
51,12,13,18,28,62,16
2,11,12,18,29,34,21
12,16,25,35,45,55,19
17,5,7,17,62,67,25
24,11,18,19,22,62,23
25,14,19,24,34,62,20
27,17,28,32,40,67,23
30,1,17,42,60,64,21
33,9,12,30,38,39,25
46,11,31,35,46,51,23
56,7,16,17,35,47,22
1,9,38,42,47,48,25
2,1,7,14,46,65,21
4,21,28,34,41,43,23
8,6,18,25,34,38,22
27,7,12,27,34,46,20
36,14,30,45,56,60,23
40,10,20,26,35,49,24
47,22,23,31,46,68,19
53,6,9,13,28,34,25
56,6,13,18,25,52,24
62,9,10,23,41,45,24
8,7,31,34,39,53,19
13,3,35,43,44,47,25
29,5,8,18,33,48,24
30,20,22,35,60,67,24
31,16,19,33,44,45,17
34,1,27,36,37,60,24
46,21,27,32,52,64,18
48,19,24,36,39,40,16
53,9,17,23,41,50,25
60,10,20,21,60,63,19
61,6,23,33,47,56,21
2,10,19,30,35,59,23
12,8,13,17,19,34,16
14,5,7,36,43,44,15
16,4,18,24,34,43,22
17,3,10,12,19,41,23
29,9,21,26,33,61,22
33,11,20,37,49,67,25
35,6,7,38,42,45,23
36,1,13,18,59,60,20
39,19,20,58,60,61,24
42,1,2,6,39,58,20
45,10,41,43,52,56,25
49,12,19,41,62,65,20
50,9,15,30,47,59,25
56,2,21,26,30,36,19
6,1,3,9,18,39,21
15,12,16,29,54,67,25
25,19,21,39,53,60,23
33,1,23,26,49,57,19
35,3,12,19,22,65,21
46,3,11,17,55,62,24
51,2,13,27,45,52,17
52,7,26,36,42,50,20
54,2,10,28,53,67,16
55,6,10,21,31,58,18
58,14,22,43,63,67,24
10,2,4,47,61,69,21
14,4,43,46,52,60,21
24,3,22,28,30,65,24
25,9,12,15,47,63,16
36,2,15,34,66,67,24
44,6,21,34,61,65,19
45,13,28,31,32,47,23
2,1,4,36,37,56,21
3,2,17,28,51,57,25
16,10,28,39,53,56,22
17,9,13,26,44,65,21
24,13,19,22,27,46,23
25,9,12,23,36,39,21
35,1,21,25,34,58,24
36,2,11,25,37,42,18
39,5,14,27,34,48,22
40,24,38,40,51,61,25
51,6,7,18,23,61,20
53,18,21,26,46,68,23
58,3,4,12,27,67,21
61,2,34,44,55,57,25
12,8,16,33,36,38,21
18,21,31,32,49,57,23
21,1,11,14,24,31,22
26,1,7,30,49,64,19
34,10,11,44,57,67,25
40,32,46,47,49,54,25
44,9,30,41,42,44,22
45,15,26,39,51,69,25
48,23,26,33,36,39,24
51,3,12,35,47,56,19
55,10,38,39,52,62,24
4,10,12,47,49,57,23
12,3,16,19,48,57,22
31,27,28,38,49,57,24
32,2,12,14,30,55,24
35,8,12,39,41,57,19
43,6,16,18,21,27,23
46,13,33,38,48,59,24
58,15,17,35,52,58,19
0,8,14,18,42,55,16
11,4,11,32,56,68,16
30,8,9,15,16,57,21
36,6,7,17,30,46,18
39,4,6,7,51,58,15
40,1,9,14,27,62,24
45,1,4,14,31,46,25
51,10,18,37,40,46,25
53,13,19,34,35,40,24
56,23,28,38,62,63,24
58,3,6,26,34,51,24
63,11,24,27,29,46,20
2,27,28,30,37,52,24
4,6,8,28,47,67,20
6,9,14,37,47,61,21
13,13,21,22,34,48,23
16,8,11,28,56,62,25
44,1,8,24,35,59,22
45,20,21,23,39,53,19
53,13,15,34,42,52,23
56,3,8,40,55,65,17
60,6,13,34,38,50,22
1,8,11,51,52,59,22
22,1,23,25,32,65,19
28,28,31,36,40,55,21
29,7,8,16,35,58,19
36,5,6,23,51,69,19
46,3,12,14,24,60,17
50,7,11,44,56,60,23
53,1,4,39,54,69,25
62,2,33,42,52,63,21
0,1,17,18,34,49,19
2,7,21,29,39,46,24
3,34,37,45,46,54,23
4,26,29,33,39,56,22
24,1,4,12,37,48,20
25,3,6,13,29,53,24
38,7,15,19,34,59,17
42,13,15,38,53,69,18
44,1,14,51,52,62,24
61,8,11,33,38,55,23
64,14,17,50,58,68,23
0,2,23,40,41,53,24
3,20,24,26,28,50,19
12,5,13,24,35,64,23
18,21,29,30,32,38,25
34,1,5,14,41,42,24
39,9,19,22,36,38,24
45,6,12,19,40,57,24
46,12,27,28,33,40,20
58,6,24,32,37,66,22
59,3,5,19,24,50,21
0,19,20,31,48,53,21
2,1,10,21,32,53,22
21,1,8,15,30,62,22
31,26,27,36,45,50,23
39,9,17,18,26,38,23
50,5,8,37,41,42,21
54,5,21,29,39,55,20
56,21,25,29,32,53,22
57,4,5,20,27,66,24
58,3,8,9,55,61,15
6,8,10,13,45,61,22
7,19,29,30,44,46,24
9,8,14,24,31,59,22
10,3,9,13,17,18,21
17,5,11,14,29,34,25
39,20,27,31,34,61,16
53,1,19,28,36,65,25
56,24,27,32,37,52,19
58,3,17,35,37,61,22
62,8,10,48,61,63,24
2,28,31,35,47,65,20
9,3,10,18,35,63,23
16,1,14,35,41,57,25
20,13,21,35,41,52,22
21,7,15,41,49,55,24
33,15,21,24,46,64,20
36,2,3,15,53,65,20
42,5,16,33,45,63,20
47,2,3,15,45,61,21
48,3,23,28,48,58,24
60,7,12,21,39,40,25
20,16,21,26,35,40,19
23,2,10,18,34,53,17
32,1,2,16,22,26,21
33,5,12,27,29,64,19
35,8,15,25,30,48,24
40,19,21,25,29,53,18
44,3,8,19,50,69,15
54,14,16,22,50,58,25
58,16,17,36,43,64,25
59,4,14,38,40,68,21
62,33,35,36,37,51,19
1,12,15,20,33,43,23
2,3,15,37,39,45,18
24,26,33,38,47,48,24
29,2,6,16,22,64,25
33,1,11,47,48,60,15
38,16,22,24,68,69,20
46,5,13,24,53,58,25
49,8,10,28,63,67,16
0,14,19,35,39,45,23
3,4,14,28,50,59,19
28,17,19,30,39,60,22
29,4,15,37,45,58,23
34,10,27,33,43,66,25
45,1,13,21,26,61,23
55,3,17,41,51,61,22
56,6,8,25,30,61,21
61,16,17,21,50,61,13
15,1,2,12,29,36,24
25,6,14,27,67,68,15
31,3,16,19,42,54,25
32,2,26,28,34,52,25
33,24,33,35,38,58,21
35,4,9,22,33,51,21
42,1,9,31,33,44,24
44,14,15,30,54,61,19
56,11,38,45,49,60,25
21,3,5,8,43,53,24
22,3,4,18,36,63,20
25,1,13,26,28,54,24
40,15,22,30,46,54,25
47,1,19,47,54,69,24
54,22,33,36,41,55,18
61,9,11,14,16,46,20
63,11,18,52,54,63,25
3,2,7,21,48,68,17
8,14,18,22,56,68,17
15,11,18,27,30,46,21
26,1,3,9,46,52,23
33,3,18,35,54,55,22
40,6,19,34,37,59,24
41,1,6,32,36,48,25
45,13,21,34,56,66,24
55,30,33,37,50,52,21
61,12,27,32,39,44,24
3,13,23,38,39,66,17
16,2,4,7,18,61,22
18,7,12,20,23,58,19
26,17,20,27,47,69,23
27,14,30,38,45,62,23
35,19,23,45,49,51,22
36,1,15,31,37,47,25
38,18,19,21,22,42,23
46,19,21,32,34,57,15
49,17,25,40,41,49,19
56,1,27,34,43,48,25
57,4,6,32,40,68,24
59,10,19,29,33,40,17
61,11,12,36,53,61,22
3,2,18,29,59,67,21
12,10,18,26,42,67,23
14,7,13,28,54,55,25
34,16,18,31,33,60,23
46,1,13,33,44,55,24
48,22,24,30,37,44,23
58,17,31,34,36,55,22
61,11,28,33,35,52,24
28,14,31,32,39,61,21
33,4,15,24,36,38,25
36,13,14,27,49,52,23
37,15,30,32,42,50,20
41,6,12,17,31,35,22
42,11,13,29,46,53,24
50,8,28,38,40,61,24
55,3,14,22,42,59,20
61,1,9,19,60,62,22
16,9,13,17,29,53,24
20,13,21,35,42,63,25
23,20,28,42,46,60,22
33,13,14,29,49,66,18
50,12,13,26,46,59,18
51,16,24,31,35,51,21
60,15,23,25,33,40,24
61,15,28,29,31,65,24
64,1,15,16,27,63,25
11,11,20,26,35,45,21
15,4,9,15,36,55,20
18,6,12,31,34,62,19
22,1,3,10,26,30,23
32,4,12,39,54,63,22
42,4,6,26,51,57,21
58,16,27,35,61,62,20
61,7,19,44,49,60,25
62,9,16,36,48,52,19
2,2,4,12,27,28,15
10,5,6,19,20,58,17
11,12,19,51,53,57,25
26,16,31,41,44,57,21
28,14,26,34,51,53,23
29,16,17,19,22,44,24
33,11,25,28,32,51,23
35,1,3,21,23,26,17
48,3,12,34,49,67,22
49,14,32,43,51,53,24
61,9,10,19,29,44,25
62,4,6,36,43,50,20
2,7,25,49,50,53,24
4,19,30,33,40,62,23
6,1,12,42,44,64,21
14,31,32,34,35,63,24
15,16,24,26,40,59,21
23,8,10,17,35,46,20
28,10,13,14,31,48,22
30,2,5,38,51,56,18
36,11,14,25,61,69,20
46,2,16,46,63,64,25
48,1,8,11,46,56,22
55,10,18,40,48,67,19
20,9,12,27,39,43,18
24,4,13,24,52,58,18
29,5,27,30,37,64,20
32,4,10,23,52,67,15
40,13,16,18,19,58,24
44,12,14,26,35,67,19
50,3,17,47,50,54,23
51,9,18,24,26,39,21
58,18,22,36,42,62,25
61,10,11,12,38,66,16
11,3,17,31,42,48,20
12,5,28,31,53,69,25
40,6,23,37,47,51,24
45,1,16,28,47,50,19
48,3,19,23,53,55,25
51,2,7,20,23,65,24
53,4,5,37,44,68,21
54,3,8,11,27,62,25
62,14,28,37,51,55,18
64,4,9,18,25,68,24
11,8,10,35,49,57,22
16,5,14,37,38,43,20
18,7,9,50,52,61,20
20,8,21,23,29,48,25
28,3,22,29,30,62,25
32,4,15,41,49,63,18
40,11,14,15,35,47,22
48,2,37,40,45,46,24
53,7,12,13,19,29,24
54,8,18,23,26,51,25
56,1,8,24,41,45,18
2,2,10,30,40,48,17
8,13,15,32,34,62,18
16,10,16,24,42,61,22
17,28,30,33,40,63,19
21,6,17,35,54,61,23
29,2,16,26,39,55,21
30,6,25,39,46,49,24
34,12,28,37,42,52,19
35,4,23,31,45,54,24
40,18,20,40,48,60,24
41,15,27,31,36,42,21
48,4,34,37,39,46,25
49,3,14,30,44,65,19
51,9,18,20,44,66,24
54,12,21,34,43,65,20
58,2,14,15,22,44,21
1,16,18,29,40,44,20
2,3,6,41,48,58,20
6,15,16,32,40,57,18
9,15,25,35,47,48,19
20,6,24,25,27,47,23
23,31,33,37,47,61,25
46,3,5,30,63,69,25
56,12,20,32,47,68,21
57,8,9,32,37,43,22
58,3,14,23,30,64,20
59,2,7,15,57,60,19
60,10,15,23,60,69,17
0,8,13,41,46,52,24
3,6,13,32,39,48,23
12,3,13,14,18,23,25
16,6,12,39,41,55,22
17,7,12,23,48,66,16
32,15,20,21,32,38,23
38,13,23,27,44,67,22
40,7,10,11,18,19,24
53,16,17,34,61,64,24
55,10,21,30,36,54,19
56,1,8,12,35,47,19
58,8,11,16,21,63,15
64,4,30,31,33,49,23
8,5,15,19,28,51,25
22,11,16,23,41,56,24
30,22,39,42,49,56,25
62,7,10,21,31,38,23
4,2,4,13,22,40,24
5,4,5,6,38,47,23
6,8,18,48,51,66,25
7,4,22,37,53,66,23
20,2,7,21,31,36,24
25,2,15,17,58,63,25
28,16,27,28,33,59,20
30,3,6,19,29,30,24
35,13,23,32,45,59,21
48,12,33,37,39,45,24
49,13,15,37,48,51,22
56,14,17,27,44,63,20
27,12,16,23,31,47,18
30,9,13,26,43,55,23
40,20,21,33,35,60,25
44,15,29,34,38,67,22
64,1,6,29,37,60,24
4,3,4,32,54,60,25
6,6,16,24,28,47,22
9,19,27,33,47,59,21
23,1,8,32,45,53,21
32,6,9,14,44,51,23
41,14,22,42,43,48,20
53,12,21,22,60,63,20
61,5,12,28,35,56,20
64,11,19,22,31,62,25
0,11,17,24,39,46,19
16,5,10,12,39,43,20
18,1,8,26,40,45,20
23,6,20,29,42,61,23
27,11,22,32,38,65,25
32,2,3,20,58,62,18
33,15,31,50,52,62,25
35,2,4,14,35,52,21
36,11,15,23,49,61,22
39,12,17,37,55,60,18
43,11,18,32,43,48,20
53,2,7,28,29,32,25
55,13,15,21,44,53,22
59,21,36,40,43,65,23
61,5,6,17,28,40,22
2,19,32,43,46,66,24
21,9,15,22,39,49,25
25,14,27,32,42,65,23
29,1,3,28,43,67,21
31,4,7,25,44,47,24
1,1,9,32,49,54,23
2,2,11,16,33,61,25
6,13,20,28,46,47,25
11,10,20,26,29,44,25
15,14,28,31,32,60,22
27,13,17,25,41,62,23
39,1,5,10,55,63,21
42,16,17,35,45,48,24
44,3,10,13,34,63,20
49,7,10,17,43,64,20
56,10,18,30,61,63,25
59,12,25,40,45,49,23
1,2,24,32,52,68,21
9,9,19,26,50,59,22
18,8,9,18,52,69,23
21,1,5,7,20,33,23
22,2,14,20,26,57,21
23,19,31,34,35,49,22
32,1,6,22,44,56,20
44,18,25,38,39,57,21
58,2,7,22,27,38,25
63,13,21,23,29,49,24
12,19,25,27,31,64,24
16,5,6,26,42,45,24
39,6,15,29,38,66,25
40,6,7,41,50,61,20
